20171016-010000 0.6
20171016-020000 1.2
20171016-030000 0.6
20171016-040000 0.2
20171016-050000 1.6
20171016-060000 0.2
20171016-070000 0.0
20171016-080000 0.0
20171016-090000 0.0
20171016-100000 0.0
20171016-110000 0.0
20171016-120000 0.2
20171016-130000 0.8
20171016-140000 0.4
20171016-150000 1.6
20171016-160000 0.0
20171016-170000 0.6
20171016-180000 0.0
20171016-190000 0.0
20171016-200000 0.2
20171016-210000 0.0
20171016-220000 0.6
20171016-230000 0.4
20171017-000000 0.2
