20161206-002535 6.125 -59 34
20161206-002758 6.125 -59 34
20161206-003021 6.125 -59 35
20161206-003245 6.125 -59 34
20161206-003508 6.125 -59 35
20161206-003731 6.125 -57 39
20161206-003954 6.125 -59 32
20161206-004218 6.125 -58 37
20161206-004441 6.125 -58 37
20161206-004704 6.125 -57 38
20161206-004928 6.125 -58 39
20161206-005151 6.125 -58 39
20161206-005414 6.125 -57 38
20161206-005638 6.125 -58 38
20161206-005901 6.125 -58 37
20161206-010126 6.125 -58 38
20161206-010349 6.125 -58 38
20161206-010613 6.125 -58 37
20161206-010836 6.125 -58 39
20161206-011059 6.125 -58 39
20161206-011322 6.125 -57 38
20161206-011546 6.125 -58 39
20161206-011809 6.125 -58 38
20161206-012032 6.125 -58 39
20161206-012255 6.125 -58 38
20161206-012519 6.125 -58 36
20161206-012742 6.125 -58 37
20161206-013005 6.125 -58 38
20161206-013229 6.125 -58 37
20161206-013452 6.125 -58 37
20161206-013715 6.125 -58 37
20161206-013939 6.125 -58 35
20161206-014202 6.125 -59 36
20161206-014425 6.125 -59 37
20161206-014649 6.125 -58 38
20161206-014912 6.125 -58 36
20161206-015135 6.125 -58 37
20161206-015358 6.125 -58 36
20161206-015622 6.125 -59 35
20161206-015845 6.125 -59 37
20161206-020108 6.125 -58 39
20161206-020332 6.1875 -58 38
20161206-020555 6.1875 -59 36
20161206-020830 6.1875 -59 36
20161206-021053 6.1875 -57 36
20161206-021317 6.125 -58 36
20161206-021540 6.1875 -58 36
20161206-021803 6.1875 -58 40
20161206-022027 6.1875 -58 39
20161206-022250 6.1875 -58 37
20161206-022513 6.125 -58 39
20161206-022737 6.1875 -58 38
20161206-023000 6.125 -58 39
20161206-023223 6.1875 -58 39
20161206-023447 6.1875 -58 39
20161206-023710 6.1875 -58 40
20161206-023933 6.1875 -58 39
20161206-024157 6.1875 -58 39
